id	en	en_US	ja	es	fr	it	pt_BR	es_US	de	pl	zh	tr	se	ru
common_down2_sh	Let's try going down here.		この先で　下に降りてみましょう	Probemos bajar allí.	Tentons de descendre là.	Proviamo ad andare quaggiù.	Vamos tentar descer aqui.	Sigamos por abajo.	Lass uns hier versuchen nach unten zu gehen.	Spróbujmy tam zejść.	我們從這裡下去看看吧。	Hadi aşağı inmeyi deneyelim.	Vi provar att gå ner här.	Попробуй спуститься!
common_feeling_so	I have a bad feeling about this.		イヤなの感がするぜ	Esto me da mala espina.	Ça ne me dit rien qui vaille.	Ho un brutto presentimento a riguardo.	Isso não tá me cheirando bem.	Tengo un mal presentimiento.	Ich hab ein schlechtes Gefühl bei der Sache.	Coś mi tu śmierdzi.	我對這有股不妙的感覺。	Bunun hakkında kötü hislerim var.	Jag har en dålig känsla för det här.	У меня плохое предчувствие.
common_feeling_sh	I've got a bad feeling.\nBe careful.		イヤなの感がするわ\n気をつけて！	Tengo un mal presentimiento.\nTen cuidado.	J'ai un mauvais pressentiment.\nSois prudent.	Ho un brutto presentimento.\nSta attento.	Estou com um mal pressentimento.\nCuidado.	Tengo un mal presentimiento.\n¡Ten cuidado!	Mir ist ganz mulmig. Sei vorsichtig!	Obawiam się.\nUważaj.	我有股不妙的感覺。小心！	Kötü hislerim var.\nDikkatli ol.	Jag har en dålig känsla. \nVar försiktig!	У меня плохое предчувствие!\nБудь осторожен!
common_heights_so	Woah. Don't want to fall, here.		落ちないように気をつけなきゃな	¡Uf! Será mejor no caerse.	Woah. Évitons de tomber ici.	Woah. Di certo non voglio cadere qui.	Uou. Eu que não quero cair aqui.	Tengamos cuidado de no caer.	Woah. Hier leg ich mich lieber nicht ab.	Łał. Tutaj nie chcesz spaść.	哇喔。別摔下去了。	Woah. Buradan düşmek istemem.	Woah. Vill inte ramla ner, här. 	Надо быть осторожным, чтобы не упасть.
common_heights_sh	Be careful not to fall.		落ちないように気をつけてよね	Ten cuidado de no caerte.	Prends garde à ne pas tomber.	Sta attento a non cadere.	Cuidado para não cair.	Ten cuidado de no caer.	Pass auf, dass du nicht fällst.	Uważaj aby nie spaść.	小心不要摔下去。	Dikkatli ol, düşme.	Va försiktig så du inte ramlar!	Будь осторожен, не упади!
														
common_enemy_so	Hey look, we have company!		ハン　おいでなすったぜ！	¡Mira!; ¡tenemos compañía!	Hey, nous avons de la compagnie !	Ehi guarda, abbiamo compagnia!	Ei olha, a gente tem companhia!	Jum, ¡vinieron!	Hey, scheint als hätten wir Besuch!	Hej, spójrz, mamy towarzystwo!	看啊，有人來囉！	Hey bakın, misafirlerimiz var!	Hörru titta, vi har sällskap!	Ха, а вот и враги!
common_enemy2_so	Well, look who's here!		お　いたいた！	Vaya, vaya,\n¡mira quién está aquí!	Regarde qui voilà !	Bene bene, guarda chi abbiamo qui!	Ora ora, olha só quem tá aqui!	Oh, ¡vaya, vaya!	Ach, sieh mal einer an!	No proszę, kogo my tu mamy!	哈，看看是誰來了！	Vay, bakın burada kimler var!	Men, titta vem som är här!	О, нашёл!
common_enemy3_so	Hmph! More pests!		へ　ざこが！	¡Hum! ¡Más alimañas!	Mmph ! Encore des ennuis !	Hmph! Più scocciature!	Hum! Mais pestes!	Je, ¡qué escoria!	Hmpf! Mehr Ungeziefer!	Hmph! Więcej szkodników!	哼！還有雜兵啊！	Hmph! Daha fazla haşare!	Hmph! Fler odjur!	Ха! Мелюзга!
common_enemy4_so	Heh, I'll take you all on!		へ　いくらでも来いってんだ！	¡Je! ¡Puedo con todos vosotros!	Hé, vous allez tous perdre !	Heh, vi posso sconfiggere tutti!	Heh, eu dou conta de todos vocês!	Je, ¡los venceré a todos!	Heh, macht 'nen Abgang!	Heh, wszystkimi Się zajmę!	嘿，讓我來對付你們！	Heh, hepinizi yeneceğim!	Heh, jag tar er allihop!	Ха, нападайте сколько влезет!
common_enemy5_so	Whoa! They're over here too?		おっと！　こっちにもおでましか？	¡Hala! ¿Hay más por aquí?	Whoa ! Ils sont là aussi ?	Whoa! Sono anche qui?	Uou, eles estão aqui também?	¡Uf! ¿También están aquí?	Oh! Hier sind also auch welche?!	Łoł! Tutaj też są?	哇嗚！它們也在這裡？	Whoa! Onlar da mı burada?	Whoa! Dem är här också?	Ой, они и тут тоже!
common_enemy6_so	Looks like we've got our hands full.		まとめて相手になってやるぜ！	Vaya... enemigos, ¡qué no falten!	On ne manque pas d'adversaires.	Sembra che siamo impegnati.	Isso vai dar trabalho.	¡Puedo con todos ustedes!	Scheint als hätten wir alle Hände voll zu tun.	Wygląda na to,\nże mamy ręcę pełne roboty.	看樣子要忙得不可開交了。	Anlaşılan işimiz çok zor.	Ser ut som att vi har händerna fulla.	Да я разом вас всех одолею!
common_enemy7_so	How many of these guys are there?!		ゾロゾロでてきやがって！	¿Los enemigos no se acaban nunca, o qué?	Combien de ces types y a-t-il ?!	Quanti di questi tizi ci sono?!	Quantos desses caras ainda faltam?!	¡Vienen uno tras de otro!	Wie viele sind das denn?!	Ile tych gości tu jest?!	到底有多少人啊？！	Bunlardan kaç tane var?!	Hur många av dem här typerna finns det?	Появляются один за другим!
common_enemy8_so	Aha! Trying to block my way, huh?		おっと！　通せんぼってわけかい	¡Ajá! Conque bloqueando el camino, ¿eh?	Aha ! On essaie de m'arrêter, hein ?	AHA! Cerchi di intralciarmi, eh?	Ahá! Tentando bloquear o meu caminho, né?	¡Oh! Conque una barricada, ¿eh?	Aha! Du lässt mich wohl nicht durch, was?	Aha! Chcesz mi zablokować drogę, co?	啊哈！想要擋路是吧？	Aha! Yolumu kapatmaya çalışıyorsunuz, huh?	Aha! Försöker blockera vägen, huh?	Вот как! Пытаетесь преградить мне путь?
common_enemy_sh	Erazor's henchmen!		イレイザーの手下よ！	¡Los esbirros de Erazor!	Les sbires d'Erazor !	Gli scagnozzi di Erazor!	Lacaios do Erazor!	¡Secuaces de Erazor!	Erazors Handlager!	Sługusy Erazora!	是伊萊薩的手下！	Erazor'un adamları!	Erazors hantlangare!	Это подчинённые Эрейзора!
common_enemy2_sh	Look out, Sonic!		気をつけてソニック！	¡Cuidado, Sonic!	Sonic, regarde !	Attento Sonic!	Cuidado, Sonic!	¡Cuidado, Sonic!	Pass auf, Sonic!	Uważaj, Sonic!	索尼克要小心啊！	Dikkat et, Sonic!	Akta dig, Sonic!	Будь осторожен, Соник!
common_enemy3_sh	Go get them, Sonic!		たのんでわよソニック！	¡A por ellos, Sonic!	Vas-y, Sonic !	Vai a prenderli Sonic!	Pega eles, Sonic!	¡Véncelos, Sonic!	Räum sie aus dem Weg, Sonic!	Dorwij ich, Sonic!	打倒它們吧，索尼克！	Onları hallet, Sonic!	Gå och ta dem, Sonic!	Рассчитываю на тебя, Соник!
common_enemy4_sh	Don't get too cocky, Sonic.		あんまり調子にのらないでよソニック	No te confíes demasiado, Sonic.	Ne sois pas téméraire, Sonic.	Non essere troppo spavaldo, Sonic.	Não se empolga demais, Sonic!	No flashees tanto, Sonic.	Sei nicht zu übermütig, Sonic.	Nie bądż taki zarozumiały, Sonic.	別太過自信了，索尼克！	Çok emin olma, Sonic!	Bli inte för kaxig, Sonic!	Не слишком увлекайся, Соник!
common_enemy5_sh	Ah-Sonic, watch out!		きゃ！　ソニック来たわよ！	Ah- ¡Sonic! ¡Cuidado!	Ah-Sonic, attention !	Ah-Sonic attento!	Ah-Sonic, cuidado!	¡Ah! ¡Sonic, están aquí!	Aaah! Sonic, pass auf!	Ah-Sonic, uważaj!	啊！索尼克，小心！	Ah-Sonic, dikkat et!	Ah-Sonic, akta dig!	А-а-а! Соник, будь осторожен!
common_enemy6_sh	Sonic, are we going to be okay?		大丈夫なのソニック？	Sonic, ¿saldrá todo bien?	Sonic, est-ce qu'on va s'en sortir ?	Sonic, staremo bene?	Sonic, nós vamos ficar bem?	¿Estaremos bien, Sonic!	Sonic, schaffst du das?	Sonic, nic nam nie będzie?	索尼克，我們這樣沒事吧？	Sonic, iyi olacak mıyız?	Sonic, kommer vi att klara oss?	Соник, ты справишься?
common_enemy7_sh	There's no end to them!		キリがないわね！	¡No paran de aparecer!	Ça n'en finit pas !	Vai a prenderli, Sonic!	Eles não acabam nunca!	Parece interminable, ¿no?	Sie nehmen kein Ende!	Nie ma ich końca!	它們有完沒完啊！	Bunların sonu yok!	Det finns inget slut på dem!	Да им конца и края нет!
common_enemy8_sh	Take them out, Sonic!		やっちゃってソニック！	¡Acaba con ellos, Sonic!	Élimine-les, Sonic !	Sconfiggili Sonic!	Dê um fim neles, Sonic!	¡Adelante, Sonic!	Besiege sie, Sonic!	Załatw ich, Sonic!	幹掉它們吧，索尼克！	Bunları hallet, Sonic!	Slå ut dem, Sonic!	Вперёд, Соник!
common_victory_so	Ha, that was a piece of cake!		ハン！　たいしたことないねえ	¡Ja! ¡Fue pan comido!	Ha, c'était du gâteau !	Ha, è stata una passeggiata!	Há, foi moleza!	¡Ja! ¡No fue gran cosa!	Ha, war ja ein Kinderspiel!	Ha, bułka z masłem!	哈！易如反掌！	Ha, çantada keklikti!	Ha, det där var lätt som en plätt!	Ха, да они слабаки!
common_victory2_so	Is that all you spirits can do?		マジンってのは\nこの程度のモンなのか？	¿Es eso todo lo que podéis hacer?	C'est tout ce que vous pouvez faire ?	È tutto qua quello che voi spiriti sapete fare?	Isso é tudo o que vocês espíritos conseguem fazer?	¿Es todo lo que pueden hacer, majin?	Was, mehr habt ihr Geister nicht drauf?	Tylko na tyle was stać, duszki?	精靈的程度就到這裡而已嗎？	Siz ruhların yapabileceği hepsi bu mu?	Är det allt ni andar kan göra?	Все злые духи такие?
common_victory3_so	Whew, that was pretty rough!		ヒュー！　いまのはちょいと\nてこずったかな	Uf, ¡no estado nada fácil!	Fiou, ce n'était pas facile !	Fiuu, è stato piuttosto duro!	Ufa, essa foi ossada!	¡Uf! Fue algo difícil.	Puh! Das war ganz schön knapp!	Fiu, niełatwe to było!	呼！真不容易！	Whew, bu çok zordu!	Whew, det var ganska svårt!	Фуф! Сейчас было сложновато!
common_victory4_so	Hey, those guys were no sweat!		あんなヤツラ楽勝だぜ！	Hey, ¡esos no se andaban con bromas!	Hey, ces types tombent sans effort !	Ehi, quei tipi non erano affatto forti!	Ei, esses caras foram moleza!	¡Esos no se andaban con rodeos!	Hey, Bringt das nächste mal Verstärkung mit!	Hej, ci goście to bułka z masłem!	嘿，那些傢伙真不好惹！	Hey, bu adamlar hiç de fena değilmiş!	Hörru, dem där typerna var ingen match!	Да их победить проще простого!
common_victory5_so	Hey, no problem.\nTrust me!		Ｎｏ　ｐｒｏｂｌｅｍ！　もんだいないて！	¡Ja! ¡Sin problema!\n¡Tú confía en mí!	Hey, pas de problème.\nFais-moi confiance !	Ehi, nessun problema.\nFidati di me!	Ei, sem problema.\nConfie em mim!	¡Sin problema!\nNo costó nada.	Hey, kein Problem.\nVertrau mir!	Hej, żaden problem.\nZaufaj mi!	嘿，別擔心！相信我吧！	Hey, sıkıntı yok.\nGüven bana!	Du, inga problem.\nLita på mig!	Нет проблем!\nЯ сказал нет проблем!
common_victory_sh	Great job, Sonic!		すごいわソニック！	¡Bien hecho, Sonic!	Bien joué, Sonic !	Ottimo lavoro, Sonic.	Bom trabalho, Sonic!	¡Genial, Sonic!	Das war toll, Sonic!	Dobra robota, Sonic!	做得好，索尼克！	İyi iş, Sonic!	Bra jobbat, Sonic!	Ты крутой, Соник!
common_victory2_sh	Stay on guard, Sonic.\nThere are others to worry about.		油断しないで！\nマジンは他にもいるのよ	Estate atento, Sonic.\nSiempre hay algún otro al achecho.	Reste sur tes guardes, Sonic.\nIl y en a encore d'autres.	In guardia Sonic.\nC'è ne sono altri di cui preoccuparsi.	Fique atento, Sonic. Ainda há outros\ncom quem se preocupar.	¡No bajes la guardia!\nAún hay majin ahí afuera.	Bleib wachsam, Sonic.\nDas war bloß ein Vorgeschmack.	Stój na straży, Sonic.\nTrzeba się zająć innymi.	別鬆懈了，索尼克！還有其他精靈得擔心呢。	Gardını indirme, Sonic!\nEndişelenecek başka şeyler de var.	Var på din vakt, Sonic.\nDet finns andra att oroa sig för!	Не расслабляйся!\nЕсть и другие злые духи!
common_victory3_sh	Sonic, are you hurt?		ケガはないソニック？	Sonic, ¿estás bien?	Sonic, tu es blessé ?	Sonic, sei ferito?	Sonic, você se machucou?	¿Estás herido, Sonic?	Sonic, bist du verletzt?	Sonic, stała ci się krzywda?	索尼克，你受傷了嗎？	Sonic, incindin mi?	Sonic, är du skadad?	Соник, ты не ранен?
common_victory4_sh	Way to go, Sonic!		やるじゃないソニック！	¡Nada mal, Sonic!	Pas mal, Sonic !	Ben fatto, Sonic!	É isso aí, Sonic!	No estuvo mal, Sonic.	Weiter so, Sonic!	Tak trzymać, Sonic!	做得好，索尼克！	Devam et, Sonic!	Så ska det se ut, Sonic!	Молодец, Соник!
common_victory5_sh	Sonic, that one was pretty close!		ちょっと！　今のわあぶかったじゃないのソニック！	Sonic; ¡por los pelos!	Sonic, ça n'est pas passé loin !	Sonic, per poco non ci prendeva!	Sonic, essa foi por pouco!	Oye... ¿no crees que estuvo cerca, Sonic?	Sonic, das war sehr knapp!	Sonic, było bardzo blisko!	索尼克，剛才真是好險！	Sonic, bu çok yakındı!	Sonic, den där var ganska nära!	Кошмар!\nСейчас было очень опасно, Соник!
														
common_red_majin_sh	Watch out, the red spirits can breath fire.		赤いマジン炎を吐くから\n気をつけて！	Ten cuidado,\nlos espíritus rojos escupen fuego.	Attention, les esprits rouges crachent du feu.	Attento, gli spiriti rossi possono sputare fuoco.	Cuidado, os espíritos vermelhos cospem fogo.	Cuidado, los majin rojos\nlanzan fuego.	Vorsicht! Die roten Geister\nspeien Feuer!	Uważaj, czerwone duchy potrafią ziać ogniem.	小心！那些紅色精靈會噴火！	Dikkat et, kırmızı ruhlar ateş üfleyebilir.	Akta dig, dem röda andarna kan andas eld.	Красные злые духи извергают пламя.\nБудь осторожен!
common_enemy_pearl_sh	Sonic, you can get pearls\nby defeating those spirits!		マジンを倒すとパールが手に入るわよソニック	¡Sonic, puedes obtener perlas\nderrotando a espíritus!	Sonic, tu peux obtenir des perles\nen éliminant ces esprits !	Sonic, puoi ottenere perle\nsconfiggendo quegli spiriti!	Sonic, você pode coletar\npérolas ao derrotar espíritos!	Derrota a los majin para\nobtener Perlas, Sonic.	Sonic, du erhältst Perlen,\nwenn du diese Geister besiegst!	Sonic, możesz zdobywać perły\npokonując te duchy!	索尼克，你可以從那些被打倒的精靈中獲得魂珠！	Sonic bu ruhları yenerek\ninciler alabilirsin!	Sonic, du kan få pärlor\ngenom att besegra dem där andarna!	Если одолеть злого духа,\nто получишь жемчужины, Соник!
common_enemy_lock_sh	You need to defeat the spirits, Sonic.			Tienes que derrotar a los espíritus, Sonic.	Tu dois vaincre ces esprits, Sonic.	Devi sconfiggere gli spiriti Sonic.	Você precisa derrotar os espíritos, Sonic.	Tenemos que vencer a esos majin, Sonic.	Du musst diese Geister besiegen, Sonic.	Musisz pokonać te duchy, Sonic.	你得打敗那些精靈。	Ruhları yenmen lazım, Sonic.	Du måste besegra andarna, Sonic.	Сначала одолей злого духа, Соник!
common_enemy_lock2_sh	Defeat all the spirits first, Sonic.			Primero vence a todos los espíritus, Sonic.	Élimine d'abord tous ces esprits, Sonic.	Prima sconfiggi tutti gli spiriti Sonic.	Derrote todos os espíritos primeiro, Sonic.	Venzamos primero a todos los majin, Sonic.	Besiege zuerst alle Geister, Sonic.	Najpierw pokonaj wszystkie duchy, Sonic.	索尼克，先把那些精靈打倒。	Önce tüm ruhları yen, Sonic.	Besegra alla andarna först, Sonic.	Сначала одолей злых духов, Соник!
														
common_hint_ring_sh	If you have at least one ring,\nyou can get hit without being hurt.		このリングが一個でもあれば\nダメージをうけてもミスにならないわよ	Siempre que te quede algún anillo,\npuedes recibir daños sin ser derrotado.	Si tu as au moins un ring,\ntu peux être touché sans te blesser.	Se hai almeno un anello,\npuoi essere colpito senza farti male.	Se você tiver ao menos 1 anel,\nvocê pode sofrer dano sem ser derrotado.	Mientras tengas uno de estos Anillos,\nsobrevivirás aunque te golpeen.	Wenn du mind. einen Ring hast,\nkönnen dir Treffer nichts anhaben.	Jeśli masz przynajmniej jeden pierścień,\nnie stanie ci się krzywda.	如果你至少有一個金環，就能被攻擊而不被打倒。	En azından bir yüzüğün varsa,\nyaralanmadan vurulabilirsin.	Om du har minst en ring,\nså kan du bli träffad utan att ta skada.	Если у тебя будет хотя бы одно кольцо,\nдаже получив урон, ты не проиграешь.
common_hint_fire_soul_sh	This red ring is a Fire Soul.		この赤いリングはファイヤーソウルよ	Ese anillo rojo es un Alma Ígnea.	Cet ring rouge est une Âme de Feu.	Questo anello rosso è una Anima Infuocata.	Este anel vermelho é uma Alma de Fogo.	Este anillo rojo es un Alma de fuego.	Bei diesem roten Ring handelt es\nsich um eine Feuerseele.	Ten czerwony pierścień to Ognista Dusza.	那個紅環叫做焰魂。	Bu kırmızı yüzük bir Ateş Ruhu.	Den röda ringen är en Eldsjäl.	Это красное кольцо - Душа огня.
common_hint_treasure_sh	That is a Treasure Box.\nOpen it up and see what's inside!		アレは宝箱よ\n中身は開けてのお楽しみ！	¡Un Cofre del Tesoro!\n¡Ábrelo y mira que hay dentro!	C'est un Coffre au Trésor !\nOuvre-le et regarde dedans !	Quella è una Cassa del Tesoro.\nAprila per vedere cosa c'è dentro!	Isso é um Baú de Tesouro!\nAbra-o e veja o que tem dentro!	¡Es un cofre del tesoro!\n¡Lo que hay es una sorpresa, así que ábrelo!	Eine Schatztruhe! Mach sie auf,\num zu sehen, was drin ist!	Tam jest skrzynia skarbów.\nOtwórz ją i zobacz, co jest w środku!	這是一個藏寶箱，打開來看裡面有什麼吧！	Bu bir Hazine Sandığı.\nAç ve içinde ne olduğunu gör!	Det där är en Skattlåda.\nÖppna den och se vad som finns inutti!	Это сундук с сокровищами!\nИнтересно, что же там внутри!
common_hint_thorn_spring_sh	You can use your Homing Attack\non the balls that don't have spikes.		あの鉄球　トゲのないほうは\nホーミングアタックできそうよ	Puedes usar tu Ataque Teledirigido\nen las bolas sin pinchos.	Tu peux utiliser l'Attaque Téléguidée\nsur les balles qui n'ont pas de pointes.	Puoi usare il tuo Attacco a Ricerca\nnelle palle senza spine.	Você pode usar seu Ataque Teleguiado\nnas esferas sem espinhos.	Puedes usar tu Ataque teledirigido\nen esas bolas de hierro sin picos.	Benutze deine Homing Attack\nauf den Bällen, die keine Stacheln haben.	Możesz użyć Ataku Naprowadzającego\nna kulach, które nie mają kolców.	你可以對沒有尖刺的鐵球使用追蹤攻擊。	Dikeni olmayan toplara\nGüdümlü Saldırı kullanabilirsin.	Du kan använda din Homingattack\npå bollarna som inte har spikar.	Можно сделать Самонаводящуюся атаку\nпо тем железным шарам без шипов.
